,actual_load,pca1,pca2,mon,tue,wed,thur,fri,sat,sun
2015-01-01 00:00:00,25385.0,0.0009318021430783439,0.05190244799557514,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 01:00:00,24382.0,0.0009315083976794369,0.052050161689576324,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 02:00:00,22734.0,0.000933466194067597,0.03467031778005253,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 03:00:00,21286.0,0.0009331724531082602,0.0346029521755421,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 04:00:00,20264.0,0.0009331724450025933,0.034995662182871035,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 05:00:00,19905.0,0.0009382105305195228,0.024592510634694253,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 06:00:00,20010.0,0.0009382105255783786,0.02483190324521045,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 07:00:00,20377.0,0.0009385042265300523,0.02683759219413223,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 08:00:00,20094.0,0.0009467466147171076,0.08066547651288192,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 09:00:00,20637.0,0.0009467465854724295,0.08208234673093562,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 10:00:00,22250.0,0.0009467464371806524,0.08926690868142334,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 11:00:00,23547.0,0.0009480007470344166,0.32961141298198504,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 12:00:00,24133.0,0.0009480006384253053,0.3348733965235626,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 13:00:00,24713.0,0.0009480006814260064,0.33279006319305615,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 14:00:00,24672.0,0.0011168585783908106,0.3589418210908824,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 15:00:00,23528.0,0.0011188173819862272,0.37498332485201985,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 16:00:00,23118.0,0.0011203034971384094,0.27444113064504794,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 17:00:00,23606.0,0.0011237736374292387,0.32937818037658473,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 18:00:00,26447.0,0.0011270648251069733,0.26768537229174355,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 19:00:00,28020.0,0.001019206963532035,0.22265355202218512,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 20:00:00,29014.0,0.0010375225084571053,0.15751130268074914,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 21:00:00,29571.0,0.0009480053075070353,0.10899418185051568,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 22:00:00,29031.0,0.0009480052978258402,0.10946322434902633,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-01 23:00:00,26798.0,0.0009512959851400147,0.07119744084264451,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-02 00:00:00,27070.0,0.0009512959893405971,0.07111460363600625,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 01:00:00,24935.0,0.0009512960150974961,0.06974603615279484,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 02:00:00,23214.0,0.0009469302284999672,0.05392295712949191,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 03:00:00,22540.0,0.0009469302477959249,0.0529880907104443,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 04:00:00,22096.0,0.0009472239892148859,0.05303318723490702,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 05:00:00,22066.0,0.0009515903481532222,0.04096088004192194,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 06:00:00,22275.0,0.0009515903539660689,0.040679254469049575,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 07:00:00,23025.0,0.0009515903136711468,0.042631495988492085,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 08:00:00,23699.0,0.0009571301706097579,0.10253020901645271,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 09:00:00,25834.0,0.0009574238880313143,0.1037379515931876,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 10:00:00,27927.0,0.0009574237374224783,0.11103477232415387,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 11:00:00,29072.0,0.000957422316421294,0.1800121256150531,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 12:00:00,29071.0,0.001049288336493881,0.2823687119338774,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 13:00:00,29439.0,0.0009574188728272183,0.3468502030799602,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 14:00:00,29241.0,0.0011387198392914268,0.3986395051115981,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 15:00:00,27973.0,0.0011336671880211588,0.412584812216565,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 16:00:00,27320.0,0.0011402022281102012,0.31351053879499835,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 17:00:00,27157.0,0.0011334851089534674,0.365092865255543,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 18:00:00,29045.0,0.0011334863739300954,0.3036855613285724,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 19:00:00,31967.0,0.0009508880010520267,0.24373322738135905,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 20:00:00,33266.0,0.0010473446465762335,0.19414303668421518,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 21:00:00,33668.0,0.0009558436213700295,0.14599036058139647,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 22:00:00,32426.0,0.0009555498764938824,0.14611276059456108,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-02 23:00:00,29705.0,0.0009558437453537757,0.1399834940881423,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-03 00:00:00,25564.0,0.0010376943999395635,0.11996896706741544,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 01:00:00,23584.0,0.0009545589126350489,0.10055620555817729,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 02:00:00,22194.0,0.0009538872264077342,0.09620767185613471,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 03:00:00,21296.0,0.0009535938133174182,0.08001408698010531,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 04:00:00,21145.0,0.0009535938152233137,0.07992174858764173,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 05:00:00,21316.0,0.0009526283023714606,0.07993220909965426,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 06:00:00,21674.0,0.0009516366637485407,0.0655494592931733,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 07:00:00,22127.0,0.0009519303846317694,0.06658948786079472,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 08:00:00,22756.0,0.0009523081740703131,0.07842040938963135,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 09:00:00,24654.0,0.0009531884982955084,0.12327139406014759,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 10:00:00,26454.0,0.0009531883605126399,0.1299468117703208,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 11:00:00,26959.0,0.0009525118374169022,0.36064157618705484,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 12:00:00,26716.0,0.0009525117409685348,0.36531438598189225,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 13:00:00,26802.0,0.0009525117750582993,0.3636627770430958,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 14:00:00,26416.0,0.000952511635097521,0.3704437119177152,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 15:00:00,25362.0,0.0009426030092884363,0.43837529294429634,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 16:00:00,24770.0,0.0009895533742219453,0.390888020705526,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 17:00:00,24501.0,0.0011231356159418218,0.38381420174700165,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 18:00:00,24992.0,0.0011248993366373909,0.32232839489109294,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 19:00:00,27964.0,0.0009420191180669467,0.2635059850060093,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 20:00:00,29694.0,0.0009456048250227394,0.1643380645565583,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 21:00:00,29874.0,0.0009386616772414288,0.15269941983155894,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 22:00:00,28979.0,0.0009396533573110353,0.16408458281584404,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-03 23:00:00,26863.0,0.0009363641185625312,0.13012316910934585,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015-01-04 00:00:00,25254.0,0.0009363642285999873,0.12491266001087559,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 01:00:00,23620.0,0.0009353722252683041,0.12878166363215932,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 02:00:00,22606.0,0.0009314107559659209,0.1197881930132374,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 03:00:00,22191.0,0.0009321089175583035,0.12061381906521912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 04:00:00,21929.0,0.0009311170461111945,0.11821384646263405,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 05:00:00,22195.0,0.0009305297071056993,0.11139649378171551,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 06:00:00,24035.0,0.0009305297673934179,0.1084756248134951,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 07:00:00,26807.0,0.0009305297083835203,0.11134614566874595,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 08:00:00,28316.0,0.0009317886930816576,0.12460740863292685,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 09:00:00,29871.0,0.0009317877680519425,0.16901650861711476,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 10:00:00,30585.0,0.0009327793858435148,0.18329829292606153,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 11:00:00,30772.0,0.0009327793463423744,0.18521207666205508,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 12:00:00,30685.0,0.0009278210734597826,0.4116347219572575,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 13:00:00,30429.0,0.0009275272631054188,0.41452196423662435,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 14:00:00,28741.0,0.0010099959495414156,0.44097380213713255,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 15:00:00,28249.0,0.0009198702878851066,0.4599547755043475,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 16:00:00,28105.0,0.0009198703457973967,0.4567414929390856,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 17:00:00,27908.0,0.000919578300033299,0.3745439152029064,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 18:00:00,27577.0,0.000920656270172668,0.28953234148972257,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 19:00:00,27418.0,0.0009212447376276578,0.2417636923646912,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 20:00:00,28604.0,0.0009229094089229053,0.1940304048604825,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 21:00:00,30346.0,0.0009349700379357343,0.18607848566695662,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 22:00:00,28190.0,0.0009226157853794595,0.1882743785521901,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-04 23:00:00,26270.0,0.0009326933129796373,0.14607348880884918,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2015-01-05 00:00:00,25069.0,0.001006025972106625,0.14109416526807078,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 01:00:00,23390.0,0.0009213311504490132,0.13884541954818735,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 02:00:00,21988.0,0.0009207437810503051,0.1339427113660121,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 03:00:00,21182.0,0.0009177479357657856,0.11770779847736279,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 04:00:00,20778.0,0.0009167560334200228,0.11721232961845879,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 05:00:00,20309.0,0.0009163778014809577,0.1265440563273405,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 06:00:00,20252.0,0.0009163779773551605,0.11802315832513455,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 07:00:00,19964.0,0.000917076089198365,0.12085157315176309,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 08:00:00,20796.0,0.0009170759132587471,0.1293756404384071,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 09:00:00,22478.0,0.0009197775057636097,0.16993277997436423,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 10:00:00,23834.0,0.0009161093218764476,0.18189182637689322,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 11:00:00,24429.0,0.0009188107793654556,0.22899032499662253,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 12:00:00,24066.0,0.0009151134775003292,0.3722169375370088,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 13:00:00,23703.0,0.000913827585069282,0.38607980487469573,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 14:00:00,23340.0,0.0009052320102929017,0.40509518973916275,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 15:00:00,22977.0,0.000994729689281469,0.40765391485834357,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 16:00:00,22614.0,0.0009770886162145914,0.34278093261539433,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 17:00:00,22251.0,0.0010852203971266317,0.35791217944964693,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 18:00:00,21888.0,0.0010882176532245238,0.3053873456230447,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 19:00:00,22048.0,0.0009457159243001587,0.22745313157789665,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 20:00:00,22858.0,0.0009006613919669634,0.16523170260409842,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 21:00:00,25604.0,0.0009006613506069302,0.16548487020454428,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 22:00:00,25381.0,0.000899669438067798,0.16723393535187003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 23:00:00,23822.0,0.00089629566729794,0.14632221306300625,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 00:00:00,23711.0,0.0008946323848636843,0.12705364541801717,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 01:00:00,22354.0,0.0008946323645254231,0.12600150866031673,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 02:00:00,21546.0,0.0008923815666939275,0.10841608838480615,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 03:00:00,21171.0,0.0008926752834668946,0.1095345782545804,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 04:00:00,21042.0,0.0008949554628449837,0.10158217842716716,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 05:00:00,21618.0,0.000892675674129739,0.09048674747427621,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 06:00:00,23433.0,0.0008926756377051301,0.09225147688490903,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 07:00:00,25885.0,0.0008926756124374394,0.09347566673703861,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 08:00:00,28456.0,0.0008932613745072577,0.17582482816823525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 09:00:00,29708.0,0.000894253088322581,0.18545437485445626,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 10:00:00,30887.0,0.0008942527031288917,0.2049315560835383,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 11:00:00,31409.0,0.0008945458462770778,0.2331471664745733,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 12:00:00,31947.0,0.0008962551074063658,0.2951050458664298,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 13:00:00,32078.0,0.0008919992969997569,0.3134069235254189,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 14:00:00,31193.0,0.0008887089530523217,0.333946011341725,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 15:00:00,30542.0,0.000888121466952484,0.33389317811466956,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 16:00:00,30591.0,0.000889088139720213,0.27784146425028944,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 17:00:00,30799.0,0.0008893828934347543,0.22858983676226724,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 18:00:00,30481.0,0.0008906687193833052,0.22071131060270066,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 19:00:00,30147.0,0.0008950356403628703,0.18181626807318546,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 20:00:00,30120.0,0.000895036520714785,0.13940560670600816,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 21:00:00,30747.0,0.0009036444588070911,0.1390367836038191,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 22:00:00,29978.0,0.0008960019728107562,0.14261467807521655,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 23:00:00,27421.0,0.0008969942139317808,0.12657620848101003,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-07 00:00:00,30518.0,0.0009827014419446954,0.1255216146059085,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 01:00:00,28484.0,0.0008979861657834041,0.12467317676934409,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 02:00:00,27026.0,0.0009013607075528744,0.10865397177091157,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 03:00:00,26248.0,0.0009016543634768029,0.1132487022929452,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 04:00:00,25838.0,0.0009016543436477526,0.11380189611870628,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 05:00:00,26021.0,0.0009022420945960794,0.10115199767916405,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 06:00:00,26992.0,0.0009022422210175067,0.09502702841083804,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 07:00:00,28625.0,0.0009025359766769044,0.09438219255234442,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 08:00:00,31015.0,0.000983623092165836,0.10680232233372655,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 09:00:00,33276.0,0.0010435649066681694,0.12474553799316995,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 10:00:00,34221.0,0.0009155480863953994,0.23002888498325125,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 11:00:00,34796.0,0.0010076367022466472,0.2324858768291635,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 12:00:00,35535.0,0.0009118509861183513,0.32237786124709217,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 13:00:00,35752.0,0.0009569066149868652,0.33167044251818045,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 14:00:00,35605.0,0.00110112034432397,0.3387704902317615,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 15:00:00,36020.0,0.0010981238641743685,0.3537015432189583,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 16:00:00,36066.0,0.0011017935093400888,0.2714734480641424,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 17:00:00,36195.0,0.00109753709270425,0.3187389175520038,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 18:00:00,35739.0,0.0011011217854388431,0.2689501718231704,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 19:00:00,35188.0,0.0009790242310402553,0.20352778213464434,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 20:00:00,34470.0,0.0009409231821438349,0.1470708272091495,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 21:00:00,33716.0,0.0009412169854175598,0.1441191332638012,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 22:00:00,32697.0,0.0009418890598128925,0.12966138373208763,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-07 23:00:00,30477.0,0.000945583744126023,0.11336191548314123,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-08 00:00:00,26788.0,0.0009455835982758562,0.1204281842922118,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 01:00:00,25146.0,0.0009461712759190101,0.1112118127255749,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 02:00:00,23889.0,0.000947163392564739,0.10173220098233493,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 03:00:00,23046.0,0.000948129001295036,0.09735252369856551,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 04:00:00,22587.0,0.000948129026919597,0.09529604326529595,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 05:00:00,22361.0,0.0009481291092714901,0.09212119165965765,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 06:00:00,22551.0,0.0009541216487656185,0.08183159536424772,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 07:00:00,22543.0,0.00095637283525543,0.08119035815417042,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 08:00:00,24042.0,0.0009567509357990714,0.07794860413702437,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 09:00:00,25932.0,0.0009625847234818825,0.12912732917445646,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 10:00:00,27664.0,0.0009628776939187222,0.16652560150851953,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 11:00:00,28448.0,0.0009631712701963471,0.17457160129151572,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 12:00:00,28881.0,0.0009664575509595824,0.3503370409501596,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 13:00:00,29329.0,0.0009647937293882891,0.35637402715962546,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 14:00:00,29026.0,0.0009644990548399826,0.40202065270980536,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 15:00:00,28237.0,0.0009661626100372508,0.4090336357931684,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 16:00:00,27868.0,0.0009668616878818874,0.3647844379913714,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 17:00:00,27654.0,0.0010804023693616225,0.3490106399601445,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 18:00:00,27507.0,0.0010280185913072973,0.2940619641387804,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 19:00:00,27544.0,0.0009759890611139423,0.23689549014533595,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 20:00:00,27578.0,0.0009805662295609284,0.16038817929209231,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 21:00:00,28222.0,0.000981237936426595,0.16331636677004513,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 22:00:00,28221.0,0.0009829017433967667,0.15799972976964805,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-08 23:00:00,26436.0,0.0009837834405846129,0.13400831488295195,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-01-09 00:00:00,27485.0,0.0009837834526272983,0.13342486095143957,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 01:00:00,25750.0,0.000983489805523039,0.12921782861044911,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 02:00:00,24760.0,0.000985494131503303,0.12587118624166005,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 03:00:00,24188.0,0.0009858720433482799,0.1313641598634151,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 04:00:00,23840.0,0.0009858720487301148,0.13122409235654442,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 05:00:00,24030.0,0.0010719839231464233,0.11958195205040323,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 06:00:00,25965.0,0.0009885749234323751,0.10966027796757416,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 07:00:00,28266.0,0.0009885749052974517,0.11053889365359859,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 08:00:00,29981.0,0.000989246738617606,0.10776095260607021,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 09:00:00,31932.0,0.0009911192402698283,0.13866982311382609,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 10:00:00,33325.0,0.00099082427200655,0.19858122195839606,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 11:00:00,34144.0,0.0009937345078170827,0.2782734365057061,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 12:00:00,35040.0,0.000993732277993692,0.3869892349468059,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 13:00:00,35524.0,0.0009920684531835896,0.39386661882716123,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 14:00:00,34579.0,0.0009904045011575606,0.4067759451177264,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 15:00:00,33792.0,0.0010702296184668457,0.42748987774833863,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 16:00:00,33768.0,0.0009903588090231473,0.35157636744289555,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 17:00:00,33696.0,0.0010997272330477178,0.3891576301908027,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 18:00:00,33154.0,0.0010447398821088025,0.33019842642150055,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 19:00:00,32440.0,0.0009884869781072,0.28582545155242095,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 20:00:00,32384.0,0.0010480314018405234,0.25130777401812043,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 21:00:00,33976.0,0.0011000246865560245,0.20824614997261343,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015-01-09 22:00:00,31420.0,0.0010719242804426148,0.20480602190524516,0.0,0.0,0.0,0.0,1.0,0.0,0.0
