,ds,yhat,yhat_lower,yhat_upper,y,cutoff
34,2017-12-23 10:00:00,33085.51249744567,0.563007220218776,0.8047825974821432,30716.0,2017-12-22 23:00:00
35,2017-12-23 11:00:00,33154.440674991136,0.559199586147065,0.8098084592804866,30869.0,2017-12-22 23:00:00
36,2017-12-23 12:00:00,32980.65360300109,0.5437153702103861,0.806603046572686,30259.0,2017-12-22 23:00:00
37,2017-12-23 13:00:00,32593.07892205217,0.5271221087677568,0.7915023994309087,30017.000000000004,2017-12-22 23:00:00
38,2017-12-23 14:00:00,31928.949613784156,0.507778316506297,0.7604140015066094,29429.0,2017-12-22 23:00:00
39,2017-12-23 15:00:00,31340.736088631224,0.4681423050052704,0.7276213071471509,28549.0,2017-12-22 23:00:00
40,2017-12-23 16:00:00,30811.10840201762,0.4522930780259767,0.7048206835186569,27952.999999999996,2017-12-22 23:00:00
41,2017-12-23 17:00:00,30926.787025696874,0.4566173619214785,0.7088151905984659,28272.0,2017-12-22 23:00:00
42,2017-12-23 18:00:00,31709.22726679298,0.4957629962163865,0.7511756368572532,30533.000000000004,2017-12-22 23:00:00
43,2017-12-23 19:00:00,32672.952817930054,0.5335183347390762,0.7892692688257084,31257.0,2017-12-22 23:00:00
44,2017-12-23 20:00:00,33090.60641181825,0.5536737892334896,0.8165349329674313,31714.0,2017-12-22 23:00:00
45,2017-12-23 21:00:00,32412.769297316776,0.5248524304001772,0.7750220734656973,31560.0,2017-12-22 23:00:00
46,2017-12-23 22:00:00,30508.796964835903,0.4236877266377152,0.6889176913865341,30357.000000000004,2017-12-22 23:00:00
47,2017-12-23 23:00:00,27952.595865209976,0.31266858771506817,0.5599146114157741,28299.000000000004,2017-12-22 23:00:00
48,2017-12-24 00:00:00,22259.392300703246,0.03232813453623673,0.296306292477869,25786.999999999996,2017-12-23 23:00:00
49,2017-12-24 01:00:00,20167.53172506711,-0.058253346184361975,0.1997644701753359,23559.000000000004,2017-12-23 23:00:00
50,2017-12-24 02:00:00,18577.231753709002,-0.13482158775671138,0.13474740809571345,21948.0,2017-12-23 23:00:00
51,2017-12-24 03:00:00,17565.564949280637,-0.18137880611984772,0.07411766134307562,21096.0,2017-12-23 23:00:00
52,2017-12-24 04:00:00,17119.746666005318,-0.2074498442594584,0.0567324125337125,20647.0,2017-12-23 23:00:00
53,2017-12-24 05:00:00,17688.150403424275,-0.17596507897550928,0.08363335807542509,20680.0,2017-12-23 23:00:00
54,2017-12-24 06:00:00,19211.95991910821,-0.1115312963278863,0.1498128408927577,21058.0,2017-12-23 23:00:00
55,2017-12-24 07:00:00,21452.790485053574,0.005930729565537661,0.2534551388751325,22040.0,2017-12-23 23:00:00
56,2017-12-24 08:00:00,23699.571402070826,0.10753802021067102,0.3573829224258869,23151.000000000004,2017-12-23 23:00:00
57,2017-12-24 09:00:00,25157.179557819374,0.18096174551429373,0.4422362803345566,25712.0,2017-12-23 23:00:00
58,2017-12-24 10:00:00,25837.906547245373,0.20896032479310944,0.4576289727190139,27923.0,2017-12-23 23:00:00
59,2017-12-24 11:00:00,26117.575023784153,0.22287923523239753,0.4763777905183693,28528.0,2017-12-23 23:00:00
60,2017-12-24 12:00:00,25897.178914682794,0.21284663748401977,0.4775509020802407,28063.0,2017-12-23 23:00:00
61,2017-12-24 13:00:00,25478.00319127305,0.19545620792320606,0.4524390418302311,27999.0,2017-12-23 23:00:00
62,2017-12-24 14:00:00,24962.651416463843,0.16047654906330805,0.41817519784109597,27537.0,2017-12-23 23:00:00
63,2017-12-24 15:00:00,24332.207242897195,0.14117667832158298,0.3988099467392943,26377.000000000004,2017-12-23 23:00:00
64,2017-12-24 16:00:00,23927.060424352392,0.11234767804987215,0.3793637828365822,25900.0,2017-12-23 23:00:00
65,2017-12-24 17:00:00,23753.812336848317,0.11054058383659816,0.3711022395408601,26512.0,2017-12-23 23:00:00
66,2017-12-24 18:00:00,24993.01236052616,0.16800156650510464,0.42425411741118524,29465.0,2017-12-23 23:00:00
67,2017-12-24 19:00:00,26048.7280581229,0.22599603852146227,0.4779875621073796,30094.0,2017-12-23 23:00:00
68,2017-12-24 20:00:00,26597.92673714581,0.24304361827923088,0.5041023766248705,29273.0,2017-12-23 23:00:00
69,2017-12-24 21:00:00,26021.862912094424,0.2145535032085907,0.4795806756995637,27618.0,2017-12-23 23:00:00
70,2017-12-24 22:00:00,24266.427878573486,0.1351496195171487,0.3870988559088815,25548.0,2017-12-23 23:00:00
71,2017-12-24 23:00:00,21918.83767120956,0.01564719629044325,0.2795318117827467,24598.0,2017-12-23 23:00:00
72,2017-12-25 00:00:00,21945.332925615905,0.02687092476240959,0.2820267056208046,23813.999999999996,2017-12-24 23:00:00
73,2017-12-25 01:00:00,20245.63747229068,-0.055131204874263595,0.19438676425688603,22630.0,2017-12-24 23:00:00
74,2017-12-25 02:00:00,19088.8362636785,-0.10532928268402057,0.15057764717974625,21166.0,2017-12-24 23:00:00
75,2017-12-25 03:00:00,18380.31104727674,-0.14129826595125533,0.12740721065449542,19993.0,2017-12-24 23:00:00
76,2017-12-25 04:00:00,18350.16528267511,-0.1421162195932922,0.10619511028373738,19311.0,2017-12-24 23:00:00
77,2017-12-25 05:00:00,19134.291384153716,-0.10684886841898579,0.13892388601141442,19221.0,2017-12-24 23:00:00
78,2017-12-25 06:00:00,20877.759838377508,-0.018928725697266932,0.2275608179633003,19534.0,2017-12-24 23:00:00
79,2017-12-25 07:00:00,23344.3246054407,0.08431347028084758,0.33794236720414966,20067.0,2017-12-24 23:00:00
80,2017-12-25 08:00:00,25858.97155811266,0.21383589961008667,0.46560045970938174,20286.0,2017-12-24 23:00:00
81,2017-12-25 09:00:00,27678.96495400198,0.2866643875602887,0.5447853946583158,21595.0,2017-12-24 23:00:00
82,2017-12-25 10:00:00,28725.24699760448,0.35489434944123643,0.6048435948954246,23887.0,2017-12-24 23:00:00
83,2017-12-25 11:00:00,29137.408154790035,0.37791177738049003,0.6173726891875907,25401.0,2017-12-24 23:00:00
84,2017-12-25 12:00:00,29105.164728282853,0.37195400799258066,0.621570445832444,25810.000000000004,2017-12-24 23:00:00
85,2017-12-25 13:00:00,28951.626788884474,0.36321431486501893,0.6169698174858691,25947.0,2017-12-24 23:00:00
86,2017-12-25 14:00:00,28501.68565150464,0.3384832493752374,0.599251895080942,25185.0,2017-12-24 23:00:00
87,2017-12-25 15:00:00,28162.883152272512,0.3233902747616765,0.5752850197196903,23465.0,2017-12-24 23:00:00
88,2017-12-25 16:00:00,27849.666357446768,0.3135163268373593,0.5603162545851111,23073.0,2017-12-24 23:00:00
89,2017-12-25 17:00:00,28309.160618673075,0.33528984566853226,0.5965679620078473,23617.0,2017-12-24 23:00:00
90,2017-12-25 18:00:00,29379.41751406381,0.3805887600875755,0.6279260877333928,25831.0,2017-12-24 23:00:00
91,2017-12-25 19:00:00,30618.83413428862,0.4363948419597904,0.6986713268966724,26849.0,2017-12-24 23:00:00
92,2017-12-25 20:00:00,31258.50020514015,0.4651489452316726,0.7173284545310505,27659.0,2017-12-24 23:00:00
93,2017-12-25 21:00:00,30744.45989211738,0.45135366540666993,0.7094538477319137,28036.0,2017-12-24 23:00:00
94,2017-12-25 22:00:00,29083.699964253523,0.37264526280783794,0.6267744511322595,27550.0,2017-12-24 23:00:00
95,2017-12-25 23:00:00,26831.264076604904,0.24601098133745886,0.4973878722321152,25653.0,2017-12-24 23:00:00
96,2017-12-26 00:00:00,22435.55035540296,0.05001009604775956,0.3127099631772099,23310.0,2017-12-25 23:00:00
97,2017-12-26 01:00:00,20639.709867921567,-0.03019505035820497,0.22654365390412579,21301.0,2017-12-25 23:00:00
98,2017-12-26 02:00:00,19494.944964341885,-0.0917966690226751,0.16891314013862427,20148.0,2017-12-25 23:00:00
