,ds,yhat,yhat_lower,yhat_upper,y,cutoff
1736,2018-03-15 08:00:00,29860.63167000705,0.34839544781756815,0.6421808201743122,33587.0,2018-03-14 23:00:00
1737,2018-03-15 09:00:00,31588.635972639517,0.43518388002648967,0.7232190107102384,35099.0,2018-03-14 23:00:00
1738,2018-03-15 10:00:00,32464.479519456127,0.4729957844817201,0.7695411702379628,35621.0,2018-03-14 23:00:00
1739,2018-03-15 11:00:00,32898.349631668265,0.4841753618309392,0.7882882477376026,35642.0,2018-03-14 23:00:00
1740,2018-03-15 12:00:00,33005.61333232466,0.4908489583427779,0.7930438103551495,35208.0,2018-03-14 23:00:00
1741,2018-03-15 13:00:00,32883.02718728151,0.4942208548659193,0.7906542686779187,34868.0,2018-03-14 23:00:00
1742,2018-03-15 14:00:00,32468.652817296275,0.46151242086448774,0.7778293086281014,33476.0,2018-03-14 23:00:00
1743,2018-03-15 15:00:00,31822.591678340847,0.44624665854806,0.7386335651010234,32683.000000000004,2018-03-14 23:00:00
1744,2018-03-15 16:00:00,31177.393885654554,0.4202205009365999,0.7084274820323775,32193.999999999996,2018-03-14 23:00:00
1745,2018-03-15 17:00:00,31095.18797675549,0.4144281332152137,0.7072441614808733,32103.999999999996,2018-03-14 23:00:00
1746,2018-03-15 18:00:00,31638.98335116858,0.42834401537945194,0.7440189522293659,32063.999999999996,2018-03-14 23:00:00
1747,2018-03-15 19:00:00,32642.63879202546,0.47718861258597,0.7799516832329605,34083.0,2018-03-14 23:00:00
1748,2018-03-15 20:00:00,33299.03324468975,0.5130647649410444,0.8102364560309502,35725.0,2018-03-14 23:00:00
1749,2018-03-15 21:00:00,32905.132881432204,0.5032897885312462,0.7905936427921835,34821.0,2018-03-14 23:00:00
1750,2018-03-15 22:00:00,31435.671454884137,0.42399635610804315,0.7227133802050815,32382.0,2018-03-14 23:00:00
1751,2018-03-15 23:00:00,29322.582226750015,0.3209005483533426,0.6125979742680736,29346.0,2018-03-14 23:00:00
1752,2018-03-16 00:00:00,27354.51627478706,0.244589496180696,0.5378419968922198,27423.0,2018-03-15 23:00:00
1753,2018-03-16 01:00:00,25745.240878967117,0.16435392217361638,0.4703223792991137,25497.0,2018-03-15 23:00:00
1754,2018-03-16 02:00:00,24633.94591823992,0.12021920134455223,0.4099884364247933,24241.0,2018-03-15 23:00:00
1755,2018-03-16 03:00:00,23941.47137791835,0.08407869211457518,0.3963537970089399,23796.0,2018-03-15 23:00:00
1756,2018-03-16 04:00:00,23815.38674641043,0.07914083291892275,0.3724884130795872,23848.0,2018-03-15 23:00:00
1757,2018-03-16 05:00:00,24412.2915659172,0.11390504544748845,0.39470670074661385,24458.0,2018-03-15 23:00:00
1758,2018-03-16 06:00:00,25897.909701351356,0.1790168888003072,0.4793058382580213,27296.000000000004,2018-03-15 23:00:00
1759,2018-03-16 07:00:00,28001.043904255686,0.2714927345907606,0.566361314184985,30934.0,2018-03-15 23:00:00
1760,2018-03-16 08:00:00,30205.567147054266,0.3717126968893396,0.6661460579682835,33518.0,2018-03-15 23:00:00
1761,2018-03-16 09:00:00,31880.165428860524,0.44128626679701305,0.7345710640147034,34691.0,2018-03-15 23:00:00
1762,2018-03-16 10:00:00,32831.86675087888,0.47953712897226924,0.7790028949441811,34920.0,2018-03-15 23:00:00
1763,2018-03-16 11:00:00,33256.40302683591,0.5056837521865759,0.8021405528489177,34837.0,2018-03-15 23:00:00
1764,2018-03-16 12:00:00,33381.73516652827,0.5088422958819386,0.8079779898781075,34651.0,2018-03-15 23:00:00
1765,2018-03-16 13:00:00,33261.237651589894,0.5081148125196304,0.7987680542032788,34338.0,2018-03-15 23:00:00
1766,2018-03-16 14:00:00,32860.036280531596,0.47684378860979865,0.7764936276041584,33245.0,2018-03-15 23:00:00
1767,2018-03-16 15:00:00,32235.855956093692,0.45415014638511264,0.7626649792129826,32434.0,2018-03-15 23:00:00
1768,2018-03-16 16:00:00,31582.156072311893,0.42806025896140126,0.7297796323918749,31989.999999999996,2018-03-15 23:00:00
1769,2018-03-16 17:00:00,31430.58504120835,0.42530248325507825,0.7175522509560182,31696.0,2018-03-15 23:00:00
1770,2018-03-16 18:00:00,31997.55678118367,0.44720940829689243,0.7428985152283918,31598.0,2018-03-15 23:00:00
1771,2018-03-16 19:00:00,32942.061454192146,0.4924777191124213,0.7896842402370041,33465.0,2018-03-15 23:00:00
1772,2018-03-16 20:00:00,33516.54233170986,0.5155330685324394,0.8196572940848124,34866.0,2018-03-15 23:00:00
1773,2018-03-16 21:00:00,33077.893176059944,0.4916240721718179,0.7956612250039707,34068.0,2018-03-15 23:00:00
1774,2018-03-16 22:00:00,31501.752594513113,0.4177343627083617,0.7197964597545364,31909.0,2018-03-15 23:00:00
1775,2018-03-16 23:00:00,29300.587978078172,0.31416603639499785,0.625938966794081,29497.000000000004,2018-03-15 23:00:00
1776,2018-03-17 00:00:00,27242.957442921623,0.2277903503031451,0.5334346504008207,27572.0,2018-03-16 23:00:00
1777,2018-03-17 01:00:00,25468.22835015633,0.14298449657281143,0.4477977477821311,25634.000000000004,2018-03-16 23:00:00
1778,2018-03-17 02:00:00,24242.32346534474,0.08986368699216059,0.397696782750369,24440.0,2018-03-16 23:00:00
1779,2018-03-17 03:00:00,23441.725743651707,0.07745748572991781,0.3607712885382795,23750.0,2018-03-16 23:00:00
1780,2018-03-17 04:00:00,23157.80438688884,0.0508899154139208,0.3528027239061826,23277.000000000004,2018-03-16 23:00:00
1781,2018-03-17 05:00:00,23663.205080335363,0.06625116790447794,0.36194597994039474,23353.000000000004,2018-03-16 23:00:00
1782,2018-03-17 06:00:00,24958.603144059747,0.1258132858843608,0.4279992405030943,24037.0,2018-03-16 23:00:00
1783,2018-03-17 07:00:00,26922.046038578745,0.2221332620376031,0.518578532094205,24808.0,2018-03-16 23:00:00
1784,2018-03-17 08:00:00,28962.43826169944,0.31388205585605883,0.6092759940870437,26722.999999999996,2018-03-16 23:00:00
1785,2018-03-17 09:00:00,30541.151831784995,0.38141863546620186,0.6818289030366141,29594.0,2018-03-16 23:00:00
1786,2018-03-17 10:00:00,31457.08445081763,0.4265824920725316,0.7139607856443587,31248.999999999996,2018-03-16 23:00:00
1787,2018-03-17 11:00:00,31746.380837031982,0.43450857740435345,0.7244976496488492,31699.0,2018-03-16 23:00:00
1788,2018-03-17 12:00:00,31818.963325150242,0.4398482563585573,0.7444644677385478,31175.000000000004,2018-03-16 23:00:00
1789,2018-03-17 13:00:00,31513.7901163947,0.4199493985581835,0.7153030821366795,31392.999999999996,2018-03-16 23:00:00
1790,2018-03-17 14:00:00,30954.97805980614,0.3954422220188045,0.6864889912574144,30682.0,2018-03-16 23:00:00
1791,2018-03-17 15:00:00,30184.628375628272,0.375617878543262,0.6738583937967376,29529.000000000004,2018-03-16 23:00:00
1792,2018-03-17 16:00:00,29420.05700742805,0.3393002260483506,0.6265520890815344,28725.0,2018-03-16 23:00:00
1793,2018-03-17 17:00:00,29181.73109609472,0.31349345333700085,0.614578834519176,28650.0,2018-03-16 23:00:00
1794,2018-03-17 18:00:00,29670.00010588129,0.351247123521395,0.6593265727737494,29025.0,2018-03-16 23:00:00
1795,2018-03-17 19:00:00,30489.995756679968,0.38572349359501557,0.6878096119958989,30539.0,2018-03-16 23:00:00
1796,2018-03-17 20:00:00,31003.74262927653,0.40645549407203735,0.7018622913722964,31888.000000000004,2018-03-16 23:00:00
1797,2018-03-17 21:00:00,30477.723510784734,0.37412506186354966,0.6664785895645211,31615.0,2018-03-16 23:00:00
1798,2018-03-17 22:00:00,28859.747931965656,0.2997653728480937,0.6035424975001544,30256.000000000004,2018-03-16 23:00:00
1799,2018-03-17 23:00:00,26658.7944442524,0.2017193341958879,0.5166219765955067,28146.999999999996,2018-03-16 23:00:00
1800,2018-03-18 00:00:00,24524.163563096634,0.10913148049786578,0.41888217972797376,25968.0,2018-03-17 23:00:00
1801,2018-03-18 01:00:00,22836.304489215072,0.04139226009585795,0.33876107454299104,24055.0,2018-03-17 23:00:00
1802,2018-03-18 02:00:00,21658.82993788779,-0.011067335538147306,0.2717327118060552,22580.000000000004,2018-03-17 23:00:00
1803,2018-03-18 03:00:00,20923.8807205863,-0.056480018114324904,0.24410178694938275,21802.0,2018-03-17 23:00:00
1804,2018-03-18 04:00:00,20652.096274178584,-0.05864084483663041,0.2342179707225565,21427.0,2018-03-17 23:00:00
1805,2018-03-18 05:00:00,21267.543499659823,-0.034859393130079956,0.2739552043356492,21512.0,2018-03-17 23:00:00
1806,2018-03-18 06:00:00,22710.924682262386,0.036017920472075575,0.31901878736787276,22029.0,2018-03-17 23:00:00
1807,2018-03-18 07:00:00,24812.408359889047,0.12477347583996917,0.42480095605356877,22134.0,2018-03-17 23:00:00
1808,2018-03-18 08:00:00,27024.292686027657,0.2170179438903477,0.5165368701995472,23412.0,2018-03-17 23:00:00
1809,2018-03-18 09:00:00,28697.524105139444,0.3016476072150773,0.6006528041142452,25873.0,2018-03-17 23:00:00
1810,2018-03-18 10:00:00,29714.006350953423,0.34340362672529595,0.6483076359906388,27680.0,2018-03-17 23:00:00
1811,2018-03-18 11:00:00,30151.26762472676,0.3515275427833545,0.6667465535926289,28490.0,2018-03-17 23:00:00
1812,2018-03-18 12:00:00,30337.12405199751,0.3674809183423047,0.6660871675954336,28326.0,2018-03-17 23:00:00
1813,2018-03-18 13:00:00,30302.395516338296,0.37113745533147835,0.6577754999968201,28580.0,2018-03-17 23:00:00
1814,2018-03-18 14:00:00,29954.933316204464,0.35703020846219236,0.6466577965383615,28164.0,2018-03-17 23:00:00
1815,2018-03-18 15:00:00,29392.397766895396,0.3302295297934461,0.623237929904609,26947.0,2018-03-17 23:00:00
1816,2018-03-18 16:00:00,28825.242202554728,0.29584639269603263,0.5914911467344354,26038.0,2018-03-17 23:00:00
1817,2018-03-18 17:00:00,28845.25642340145,0.30557442942488977,0.6066694172396895,25660.000000000004,2018-03-17 23:00:00
1818,2018-03-18 18:00:00,29529.86456451877,0.34009112687499526,0.628671595199688,26016.0,2018-03-17 23:00:00
1819,2018-03-18 19:00:00,30534.779299104866,0.3879584257188433,0.6875285183558207,28432.0,2018-03-17 23:00:00
1820,2018-03-18 20:00:00,31342.254299818444,0.4149195902670396,0.7174238940791249,31049.000000000004,2018-03-17 23:00:00
1821,2018-03-18 21:00:00,31088.375213015457,0.4075486747703345,0.7044079693420097,31326.0,2018-03-17 23:00:00
1822,2018-03-18 22:00:00,29743.90335415673,0.348572603044621,0.6473091322881319,30251.0,2018-03-17 23:00:00
1823,2018-03-18 23:00:00,27749.63294372425,0.25461016755164534,0.5466750491116865,27994.0,2018-03-17 23:00:00
1824,2018-03-19 00:00:00,25681.498942279686,0.16810398141372732,0.4722237088411235,25534.0,2018-03-18 23:00:00
1825,2018-03-19 01:00:00,24155.46497630375,0.10108135053103243,0.3895170893798211,23947.0,2018-03-18 23:00:00
1826,2018-03-19 02:00:00,23146.634932661458,0.056075112098558484,0.35836359276763896,22964.0,2018-03-18 23:00:00
1827,2018-03-19 03:00:00,22584.292916013837,0.025195379445146958,0.32718935740758903,22525.0,2018-03-18 23:00:00
1828,2018-03-19 04:00:00,22524.822014916957,0.033028338432526366,0.3204839724175742,22565.0,2018-03-18 23:00:00
1829,2018-03-19 05:00:00,23229.906014902703,0.058845980832024684,0.3521210289178276,23382.0,2018-03-18 23:00:00
1830,2018-03-19 06:00:00,24826.48096568812,0.11700873308956296,0.4272899941918097,26119.0,2018-03-18 23:00:00
1831,2018-03-19 07:00:00,27022.05075681614,0.22622487755143825,0.5282143660069235,29534.0,2018-03-18 23:00:00
1832,2018-03-19 08:00:00,29267.46822205313,0.3141009985008727,0.6193257038674349,32424.0,2018-03-18 23:00:00
1833,2018-03-19 09:00:00,31050.908338795096,0.40830931802945647,0.6917638931782706,34137.0,2018-03-18 23:00:00
1834,2018-03-19 10:00:00,32079.447282054756,0.4448552379881388,0.7472439368510089,35071.0,2018-03-18 23:00:00
1835,2018-03-19 11:00:00,32695.84584000567,0.4768531797857936,0.7803931064424896,35525.0,2018-03-18 23:00:00
1836,2018-03-19 12:00:00,32913.34597098229,0.484305218400748,0.7787008220530651,35444.0,2018-03-18 23:00:00
1837,2018-03-19 13:00:00,32952.57443513339,0.4913061302792816,0.7842648550436429,35394.0,2018-03-18 23:00:00
1838,2018-03-19 14:00:00,32598.220120119917,0.4730801087317445,0.7748364531443087,34266.0,2018-03-18 23:00:00
1839,2018-03-19 15:00:00,32006.250382071816,0.43594228696238585,0.7340332728441187,33388.0,2018-03-18 23:00:00
1840,2018-03-19 16:00:00,31331.94969014269,0.4143634765513045,0.7105814767689485,33167.0,2018-03-18 23:00:00
1841,2018-03-19 17:00:00,31239.40287085535,0.4082105241076117,0.696212318814567,33058.0,2018-03-18 23:00:00
1842,2018-03-19 18:00:00,31952.755064349578,0.44039177670993185,0.7462652409624345,33193.0,2018-03-18 23:00:00
1843,2018-03-19 19:00:00,32985.31055127778,0.48727777553192275,0.7902078815963819,34932.0,2018-03-18 23:00:00
1844,2018-03-19 20:00:00,33677.52240046989,0.5241445610469873,0.8227286126533122,36596.0,2018-03-18 23:00:00
1845,2018-03-19 21:00:00,33301.69280155126,0.5027953755889432,0.8117469217221313,35612.0,2018-03-18 23:00:00
1846,2018-03-19 22:00:00,31835.979373842325,0.45262283615887233,0.7428849125142583,33194.0,2018-03-18 23:00:00
1847,2018-03-19 23:00:00,29731.802101386595,0.33739367182248214,0.6472518844367534,30204.0,2018-03-18 23:00:00
1848,2018-03-20 00:00:00,27838.30920545034,0.2639080905639753,0.5634425768525878,27949.000000000004,2018-03-19 23:00:00
1849,2018-03-20 01:00:00,26248.32074900167,0.19552112107654013,0.4862948460334042,26130.0,2018-03-19 23:00:00
1850,2018-03-20 02:00:00,25162.79132050024,0.14478877361583956,0.43467607210564374,25034.999999999996,2018-03-19 23:00:00
1851,2018-03-20 03:00:00,24481.638532134424,0.11033335809749333,0.39190830320737674,24598.0,2018-03-19 23:00:00
1852,2018-03-20 04:00:00,24322.28125497877,0.09787747638527158,0.40023777667275423,24502.0,2018-03-19 23:00:00
1853,2018-03-20 05:00:00,24925.405950380948,0.12694395894006796,0.4398662529819535,25156.999999999996,2018-03-19 23:00:00
1854,2018-03-20 06:00:00,26400.214422991783,0.18836236940503803,0.4968485699614352,28064.0,2018-03-19 23:00:00
1855,2018-03-20 07:00:00,28496.400198803225,0.2939702999150965,0.5883854125408561,32055.0,2018-03-19 23:00:00
1856,2018-03-20 08:00:00,30690.89475235879,0.3872640177208305,0.6897937740971092,35538.0,2018-03-19 23:00:00
1857,2018-03-20 09:00:00,32416.700754328846,0.4639700625076685,0.7707706894193485,37161.0,2018-03-19 23:00:00
1858,2018-03-20 10:00:00,33380.83441962942,0.5152866408628037,0.8080608597784142,37708.0,2018-03-19 23:00:00
1859,2018-03-20 11:00:00,33831.72297380641,0.5353492751028046,0.8265549057753807,37743.0,2018-03-19 23:00:00
1860,2018-03-20 12:00:00,34007.57041917273,0.5370672221395036,0.8439184543676435,37526.0,2018-03-19 23:00:00
1861,2018-03-20 13:00:00,33930.67073018141,0.5259639092129658,0.833941286302935,37199.0,2018-03-19 23:00:00
1862,2018-03-20 14:00:00,33578.82188738098,0.5091723295143096,0.8190802997097807,36287.0,2018-03-19 23:00:00
1863,2018-03-20 15:00:00,32941.994577516845,0.4798829959459309,0.7807145237279615,35573.0,2018-03-19 23:00:00
1864,2018-03-20 16:00:00,32321.41224723364,0.46554081694807115,0.752042995707573,35040.0,2018-03-19 23:00:00
1865,2018-03-20 17:00:00,32198.744524777634,0.45600316427499393,0.7492480412540595,34700.0,2018-03-19 23:00:00
1866,2018-03-20 18:00:00,32831.68791003596,0.4949920194463902,0.7886372965073993,34535.0,2018-03-19 23:00:00
1867,2018-03-20 19:00:00,33853.643732250806,0.5315866089509632,0.8328127574122844,36659.0,2018-03-19 23:00:00
1868,2018-03-20 20:00:00,34574.49758579478,0.5477544795336154,0.8696785902780835,38575.0,2018-03-19 23:00:00
1869,2018-03-20 21:00:00,34214.70954194777,0.5374287373373586,0.8461967606335015,37753.0,2018-03-19 23:00:00
1870,2018-03-20 22:00:00,32798.5524970347,0.48235837182418045,0.7798217537994389,34913.0,2018-03-19 23:00:00
1871,2018-03-20 23:00:00,30729.137395587502,0.3847926057243552,0.6903842166059799,31511.0,2018-03-19 23:00:00
1872,2018-03-21 00:00:00,28880.022750900975,0.29961441709918263,0.6031372149505038,28889.999999999996,2018-03-20 23:00:00
1873,2018-03-21 01:00:00,27264.353105052367,0.23399695652024427,0.525456848883006,26844.0,2018-03-20 23:00:00
1874,2018-03-21 02:00:00,26184.58039611094,0.1913381941327494,0.488675644072915,25710.000000000004,2018-03-20 23:00:00
1875,2018-03-21 03:00:00,25542.952946243604,0.15749095920836056,0.4512480220418621,25196.0,2018-03-20 23:00:00
1876,2018-03-21 04:00:00,25402.232760942767,0.16204247866505916,0.44745643872498325,25090.0,2018-03-20 23:00:00
1877,2018-03-21 05:00:00,25973.06765332246,0.16979624221880463,0.47908958832380455,25875.999999999996,2018-03-20 23:00:00
1878,2018-03-21 06:00:00,27428.86021490891,0.24487441479051128,0.5342718248955777,28566.0,2018-03-20 23:00:00
1879,2018-03-21 07:00:00,29586.403234876136,0.3289453299908173,0.6336093975750064,32349.0,2018-03-20 23:00:00
1880,2018-03-21 08:00:00,31767.193110571694,0.4341992155247145,0.7385696874728659,35609.0,2018-03-20 23:00:00
1881,2018-03-21 09:00:00,33356.66677068475,0.5065019176270473,0.8035389143568384,37055.0,2018-03-20 23:00:00
1882,2018-03-21 10:00:00,34255.420731557926,0.5454165784283135,0.8471969546018169,37564.0,2018-03-20 23:00:00
1883,2018-03-21 11:00:00,34636.662988612676,0.5697149938333916,0.872027355873745,37386.0,2018-03-20 23:00:00
1884,2018-03-21 12:00:00,34790.143434108635,0.5760926499585216,0.8736219316495444,36817.0,2018-03-20 23:00:00
1885,2018-03-21 13:00:00,34710.61779226066,0.5663022428792778,0.8778520807611074,36399.0,2018-03-20 23:00:00
1886,2018-03-21 14:00:00,34273.47938739804,0.5475644759612046,0.8507832319119891,35144.0,2018-03-20 23:00:00
1887,2018-03-21 15:00:00,33599.82484894493,0.5214909834033834,0.8213634353278458,34453.0,2018-03-20 23:00:00
1888,2018-03-21 16:00:00,32996.41346692142,0.48893742546683905,0.7918962727292708,34098.0,2018-03-20 23:00:00
1889,2018-03-21 17:00:00,32892.283839485506,0.4962215894154059,0.7791456622716549,33758.0,2018-03-20 23:00:00
1890,2018-03-21 18:00:00,33481.160469074246,0.5207468843536047,0.7994340631882781,33624.0,2018-03-20 23:00:00
1891,2018-03-21 19:00:00,34475.684575817875,0.5584694083722274,0.859961405489195,35764.0,2018-03-20 23:00:00
1892,2018-03-21 20:00:00,35108.81228914382,0.5894694157717739,0.8821587668529737,38134.0,2018-03-20 23:00:00
1893,2018-03-21 21:00:00,34688.426354241994,0.5745174552095731,0.8756579906354236,37260.0,2018-03-20 23:00:00
1894,2018-03-21 22:00:00,33224.42459511422,0.5017379214479047,0.8061544820932419,34730.0,2018-03-20 23:00:00
1895,2018-03-21 23:00:00,31052.515530175868,0.4096256593987134,0.7021343532465097,31220.0,2018-03-20 23:00:00
1896,2018-03-22 00:00:00,29084.248102113554,0.3191093580458206,0.6150419882542215,28707.0,2018-03-21 23:00:00
1897,2018-03-22 01:00:00,27432.40014098,0.24742342869177394,0.5313669285135411,26708.999999999996,2018-03-21 23:00:00
1898,2018-03-22 02:00:00,26269.398463234862,0.19158078430852496,0.4878681828683868,25555.0,2018-03-21 23:00:00
1899,2018-03-22 03:00:00,25561.317593371154,0.15430370083463213,0.4638737731846056,25126.0,2018-03-21 23:00:00
1900,2018-03-22 04:00:00,25357.194931310758,0.15031078095116662,0.4443030810949005,25028.0,2018-03-21 23:00:00
1901,2018-03-22 05:00:00,25938.822561255383,0.1700465464441881,0.4664147712566206,25827.0,2018-03-21 23:00:00
1902,2018-03-22 06:00:00,27390.22958367367,0.23101103652304514,0.5328599941136768,28519.0,2018-03-21 23:00:00
1903,2018-03-22 07:00:00,29493.385577225625,0.32537950272358546,0.6454568030472336,32299.0,2018-03-21 23:00:00
1904,2018-03-22 08:00:00,31620.55602984748,0.4237194750365311,0.7300201870909846,35376.0,2018-03-21 23:00:00
1905,2018-03-22 09:00:00,33205.49907718389,0.4901345154412128,0.8007433990010169,36661.0,2018-03-21 23:00:00
1906,2018-03-22 10:00:00,34030.47984518286,0.5303564858360467,0.8297550765887785,36992.0,2018-03-21 23:00:00
1907,2018-03-22 11:00:00,34395.785382604845,0.5601452573531192,0.8467667782346772,36742.0,2018-03-21 23:00:00
1908,2018-03-22 12:00:00,34477.562397451984,0.5500708562179935,0.8503905009192687,36000.0,2018-03-21 23:00:00
1909,2018-03-22 13:00:00,34356.11996627797,0.5511763438126616,0.8476839209447234,35613.0,2018-03-21 23:00:00
1910,2018-03-22 14:00:00,33897.39369577801,0.5463076338555668,0.8256770248680732,34452.0,2018-03-21 23:00:00
1911,2018-03-22 15:00:00,33184.65365183623,0.5092970779108587,0.8087548230323883,33778.0,2018-03-21 23:00:00
1912,2018-03-22 16:00:00,32488.7419931859,0.46665313491873905,0.7631421571624095,33175.0,2018-03-21 23:00:00
1913,2018-03-22 17:00:00,32289.100564973993,0.44745449987369107,0.7597777146080521,32912.0,2018-03-21 23:00:00
1914,2018-03-22 18:00:00,32872.53490992088,0.48300209759899687,0.7829926649419128,32618.0,2018-03-21 23:00:00
1915,2018-03-22 19:00:00,33813.4811431689,0.5351469180150695,0.8307387629766693,34913.0,2018-03-21 23:00:00
1916,2018-03-22 20:00:00,34520.6807259563,0.5617195793981322,0.8601871702310723,37292.0,2018-03-21 23:00:00
1917,2018-03-22 21:00:00,34229.54148686817,0.5513603432366646,0.8442693932602636,36570.0,2018-03-21 23:00:00
1918,2018-03-22 22:00:00,32789.22116815018,0.4723806003796546,0.7869716094145789,34164.0,2018-03-21 23:00:00
1919,2018-03-22 23:00:00,30697.094411064256,0.3895086337562079,0.6896206477923893,30962.0,2018-03-21 23:00:00
1920,2018-03-23 00:00:00,28792.211978696207,0.30814430945161153,0.6077381764936212,28417.0,2018-03-22 23:00:00
1921,2018-03-23 01:00:00,27188.525734957206,0.24058669936419308,0.5286763610660239,26379.000000000004,2018-03-22 23:00:00
1922,2018-03-23 02:00:00,26108.56151178911,0.18859568512984076,0.4901765291972395,25220.0,2018-03-22 23:00:00
1923,2018-03-23 03:00:00,25447.71326795685,0.15526139632624897,0.4542291666416391,24757.0,2018-03-22 23:00:00
1924,2018-03-23 04:00:00,25289.42562829274,0.1399684873672862,0.4405943908164562,24686.0,2018-03-22 23:00:00
